order_id,product_id,category,region,supplier,channel,customer_segment,price,shipping_days,customer_rating,return_flag
O00745,P0494,Clothing,East,Supplier_7,Third-party,Returning,450.79,9,4.1,0
O00746,P0450,Books,East,Supplier_8,Mobile App,Loyal,198.11,9,2.3,0
O00747,P0372,Electronics,East,Supplier_8,Website,Loyal,276.34,5,4.3,0
O00748,P0321,Toys,South,Supplier_9,Third-party,Loyal,454.17,1,2.1,1
O00749,P0375,Books,Central,Supplier_1,Website,New,315.88,7,3.2,0
O00750,P0212,Electronics,North,Supplier_9,Mobile App,Returning,67.28,4,1.9,0
O00751,P0031,Books,East,Supplier_8,Third-party,New,470.52,9,2.9,0
O00752,P0242,Clothing,North,Supplier_10,Website,Returning,317.58,6,2.3,0
O00753,P0266,Toys,North,Supplier_3,Website,Returning,174.1,3,2.1,0
O00754,P0118,Beauty,Central,Supplier_9,Website,New,78.24,6,4.9,0
O00755,P0092,Clothing,East,Supplier_5,Mobile App,Returning,399.07,6,1.6,0
O00756,P0361,Clothing,West,Supplier_1,Third-party,Returning,313.84,5,4.1,0
O00757,P0471,Beauty,North,Supplier_8,Mobile App,Loyal,271.4,2,4.9,0
O00758,P0248,Electronics,East,Supplier_6,Third-party,Returning,448.01,2,1.1,0
O00759,P0159,Clothing,North,Supplier_5,Mobile App,Returning,396.41,7,3.8,1
O00760,P0025,Home Decor,West,Supplier_10,Website,New,84.32,2,2.0,0
O00761,P0002,Electronics,South,Supplier_1,Mobile App,Returning,162.74,6,1.2,1
O00762,P0213,Electronics,South,Supplier_5,Website,Loyal,131.76,5,2.6,0
O00763,P0450,Beauty,Central,Supplier_1,Mobile App,Loyal,374.53,4,4.7,0
O00764,P0358,Books,North,Supplier_9,Third-party,Loyal,26.43,7,1.0,0
O00765,P0086,Books,East,Supplier_4,Mobile App,Returning,289.25,8,3.4,0
O00766,P0069,Electronics,North,Supplier_6,Mobile App,Loyal,383.6,4,3.0,0
O00767,P0470,Home Decor,East,Supplier_4,Mobile App,Returning,439.62,1,4.5,0
O00768,P0460,Clothing,South,Supplier_7,Third-party,New,177.62,1,1.3,0
O00769,P0062,Electronics,South,Supplier_5,Website,Loyal,412.42,1,3.7,0
O00770,P0328,Books,West,Supplier_4,Website,New,64.21,1,3.7,0
O00771,P0391,Electronics,North,Supplier_10,Third-party,New,424.76,5,3.7,0
O00772,P0230,Beauty,North,Supplier_7,Website,Returning,72.47,4,4.8,0
O00773,P0399,Electronics,West,Supplier_4,Website,New,204.67,9,4.3,0
O00774,P0458,Beauty,South,Supplier_3,Third-party,New,400.67,3,1.2,0
O00775,P0370,Beauty,East,Supplier_10,Third-party,Returning,83.46,7,2.9,1
O00776,P0047,Home Decor,Central,Supplier_8,Website,New,122.33,8,2.6,0
O00777,P0372,Books,South,Supplier_7,Website,Loyal,363.9,6,2.2,0
O00778,P0159,Books,South,Supplier_3,Mobile App,Returning,362.82,1,2.8,1
O00779,P0121,Clothing,Central,Supplier_4,Third-party,Returning,324.16,8,2.5,1
O00780,P0130,Clothing,East,Supplier_5,Website,New,350.03,3,2.7,0
O00781,P0308,Beauty,East,Supplier_2,Third-party,New,275.93,8,4.9,0
O00782,P0289,Home Decor,Central,Supplier_1,Third-party,Returning,133.38,4,1.4,0
O00783,P0203,Clothing,East,Supplier_4,Third-party,Loyal,179.39,8,4.7,0
O00784,P0282,Beauty,West,Supplier_2,Website,Returning,98.98,1,2.9,0
O00785,P0038,Toys,West,Supplier_8,Third-party,Loyal,455.14,3,3.5,0
O00786,P0082,Electronics,South,Supplier_4,Mobile App,Loyal,295.86,6,4.3,0
O00787,P0289,Books,Central,Supplier_8,Third-party,Loyal,206.42,9,2.4,0
O00788,P0388,Home Decor,South,Supplier_10,Mobile App,Returning,236.38,2,2.7,0
O00789,P0274,Home Decor,West,Supplier_8,Website,New,474.17,1,2.6,0
O00790,P0375,Toys,East,Supplier_4,Third-party,New,85.14,3,2.5,0
O00791,P0451,Toys,East,Supplier_10,Website,Loyal,297.25,4,4.7,0
O00792,P0264,Home Decor,South,Supplier_4,Third-party,Returning,257.89,5,4.3,0
O00793,P0266,Clothing,East,Supplier_3,Third-party,Returning,309.61,3,1.4,0
O00794,P0396,Books,North,Supplier_2,Website,Returning,18.87,2,1.4,0
O00795,P0455,Electronics,Central,Supplier_3,Third-party,Loyal,437.34,2,2.7,0
O00796,P0070,Home Decor,West,Supplier_9,Website,Returning,466.74,7,1.4,0
O00797,P0075,Toys,West,Supplier_8,Website,Loyal,286.92,9,3.5,0
O00798,P0052,Toys,Central,Supplier_3,Mobile App,Returning,351.36,2,1.6,0
O00799,P0441,Beauty,Central,Supplier_7,Third-party,Loyal,462.02,7,3.1,0
O00800,P0012,Beauty,South,Supplier_10,Third-party,Loyal,356.55,7,1.0,0
O00801,P0450,Beauty,Central,Supplier_8,Third-party,New,84.74,7,2.3,0
O00802,P0270,Electronics,North,Supplier_5,Mobile App,Loyal,292.38,3,3.7,0
O00803,P0284,Clothing,Central,Supplier_9,Mobile App,Loyal,307.29,7,2.9,0
O00804,P0172,Home Decor,East,Supplier_5,Third-party,Returning,217.82,1,4.9,0
O00805,P0166,Books,Central,Supplier_8,Mobile App,Loyal,370.86,1,4.5,0
O00806,P0185,Home Decor,West,Supplier_9,Third-party,Loyal,467.84,5,2.4,0
O00807,P0308,Electronics,East,Supplier_10,Website,Returning,463.53,2,1.2,0
O00808,P0238,Toys,North,Supplier_10,Third-party,Loyal,230.91,9,4.4,0
O00809,P0072,Clothing,North,Supplier_10,Website,Loyal,65.49,7,4.6,0
O00810,P0112,Clothing,Central,Supplier_6,Third-party,Returning,492.57,4,4.3,0
O00811,P0383,Electronics,North,Supplier_7,Website,Returning,421.06,4,1.5,1
O00812,P0230,Home Decor,Central,Supplier_2,Third-party,Returning,71.08,2,5.0,0
O00813,P0159,Toys,South,Supplier_2,Third-party,Returning,461.21,5,2.0,0
O00814,P0208,Toys,West,Supplier_5,Third-party,New,436.25,4,3.9,1
O00815,P0125,Beauty,West,Supplier_3,Mobile App,Loyal,264.23,1,4.6,0
O00816,P0183,Electronics,South,Supplier_8,Website,Returning,299.72,8,1.9,0
O00817,P0455,Books,East,Supplier_2,Mobile App,Returning,205.51,3,4.6,0
O00818,P0425,Toys,West,Supplier_8,Third-party,Loyal,36.83,6,2.2,1
O00819,P0217,Clothing,West,Supplier_9,Website,Loyal,174.25,4,4.9,0
O00820,P0481,Beauty,North,Supplier_1,Website,Returning,403.4,9,2.1,0
O00821,P0294,Home Decor,Central,Supplier_4,Third-party,Loyal,12.27,7,4.8,0
O00822,P0475,Toys,South,Supplier_5,Third-party,Returning,173.41,9,1.2,1
O00823,P0052,Home Decor,North,Supplier_3,Mobile App,Returning,205.1,3,3.8,0
O00824,P0380,Electronics,West,Supplier_5,Third-party,Loyal,273.32,1,3.1,0
O00825,P0398,Home Decor,Central,Supplier_10,Website,Returning,460.73,5,2.9,1
O00826,P0215,Home Decor,West,Supplier_10,Third-party,Returning,179.71,3,1.9,0
O00827,P0245,Electronics,South,Supplier_3,Mobile App,Returning,180.01,6,3.8,0
O00828,P0004,Toys,Central,Supplier_10,Mobile App,Returning,371.38,8,1.8,0
O00829,P0262,Beauty,Central,Supplier_10,Mobile App,Returning,231.59,4,3.2,0
O00830,P0359,Books,North,Supplier_3,Mobile App,Returning,120.06,5,2.0,0
O00831,P0221,Books,Central,Supplier_10,Website,New,231.7,5,4.8,1
O00832,P0373,Clothing,North,Supplier_4,Mobile App,Returning,79.02,4,1.1,0
O00833,P0296,Home Decor,West,Supplier_2,Mobile App,New,96.43,4,1.8,0
O00834,P0309,Clothing,East,Supplier_1,Third-party,Loyal,254.2,4,2.0,0
O00835,P0259,Books,South,Supplier_10,Mobile App,Returning,215.27,4,2.7,0
O00836,P0370,Beauty,South,Supplier_7,Third-party,Returning,458.27,4,1.9,0
O00837,P0378,Home Decor,Central,Supplier_7,Website,Returning,187.57,5,3.0,0
O00838,P0085,Electronics,West,Supplier_4,Website,New,294.49,2,4.5,0
O00839,P0020,Clothing,South,Supplier_8,Mobile App,Loyal,319.81,2,3.8,1
O00840,P0251,Electronics,East,Supplier_10,Website,New,16.42,9,3.3,0
O00841,P0209,Home Decor,South,Supplier_6,Third-party,New,335.13,2,1.4,0
O00842,P0218,Toys,West,Supplier_7,Mobile App,Returning,97.24,6,3.8,0
O00843,P0305,Beauty,East,Supplier_9,Mobile App,New,480.92,2,1.7,0
O00844,P0114,Clothing,Central,Supplier_5,Mobile App,Returning,82.84,5,4.1,0
O00845,P0250,Electronics,South,Supplier_7,Website,Returning,213.17,4,2.0,1
O00846,P0079,Toys,North,Supplier_10,Mobile App,Loyal,51.82,7,2.7,0
O00847,P0151,Electronics,Central,Supplier_3,Third-party,Returning,498.47,7,2.4,0
O00848,P0153,Home Decor,North,Supplier_1,Mobile App,New,256.08,6,4.4,1
O00849,P0266,Toys,North,Supplier_9,Third-party,Returning,301.74,5,1.5,0
O00850,P0454,Home Decor,North,Supplier_3,Third-party,Returning,42.87,1,3.3,0
O00851,P0376,Home Decor,North,Supplier_6,Third-party,New,377.48,3,1.6,0
O00852,P0374,Books,East,Supplier_3,Website,Returning,112.85,9,3.8,1
O00853,P0451,Home Decor,South,Supplier_2,Website,Returning,450.05,1,4.6,0
O00854,P0278,Beauty,East,Supplier_1,Mobile App,Returning,110.52,5,2.7,0
O00855,P0024,Beauty,South,Supplier_8,Website,Returning,103.44,2,3.0,0
O00856,P0281,Books,Central,Supplier_2,Third-party,Returning,27.91,4,4.7,0
O00857,P0244,Electronics,East,Supplier_8,Website,Loyal,241.31,1,3.1,0
O00858,P0031,Toys,Central,Supplier_6,Website,Returning,286.77,3,3.0,0
O00859,P0200,Beauty,South,Supplier_10,Website,Loyal,42.2,7,3.3,1
O00860,P0225,Books,West,Supplier_9,Mobile App,Loyal,390.01,3,3.8,0
O00861,P0336,Toys,North,Supplier_10,Website,New,232.11,4,1.4,0
O00862,P0466,Beauty,West,Supplier_8,Third-party,Returning,266.95,2,4.3,0
O00863,P0131,Electronics,West,Supplier_10,Mobile App,Loyal,225.97,3,2.7,0
O00864,P0261,Clothing,South,Supplier_3,Mobile App,Loyal,206.37,9,1.3,0
O00865,P0197,Home Decor,West,Supplier_2,Third-party,New,284.22,3,4.1,0
O00866,P0347,Electronics,South,Supplier_4,Mobile App,Loyal,86.07,5,2.5,0
O00867,P0389,Books,West,Supplier_5,Third-party,Returning,99.14,2,1.4,0
O00868,P0039,Home Decor,North,Supplier_4,Third-party,Loyal,432.27,4,3.5,0
O00869,P0441,Clothing,North,Supplier_7,Website,Returning,473.6,7,4.5,0
O00870,P0029,Electronics,Central,Supplier_4,Mobile App,Loyal,192.92,7,4.6,1
O00871,P0270,Books,North,Supplier_10,Third-party,Loyal,142.66,3,4.8,0
O00872,P0123,Clothing,East,Supplier_8,Website,Loyal,325.56,5,4.5,1
O00873,P0108,Home Decor,South,Supplier_8,Website,Returning,210.28,1,1.0,0
O00874,P0298,Toys,North,Supplier_8,Third-party,Loyal,22.44,1,2.5,1
O00875,P0104,Toys,West,Supplier_8,Website,New,86.51,5,4.3,0
O00876,P0370,Electronics,West,Supplier_10,Mobile App,New,360.83,9,2.5,0
O00877,P0126,Books,South,Supplier_6,Mobile App,New,332.87,1,3.4,1
O00878,P0301,Beauty,North,Supplier_6,Website,New,23.28,1,3.4,0
O00879,P0462,Toys,West,Supplier_1,Mobile App,Returning,118.77,4,2.5,0
O00880,P0173,Books,West,Supplier_10,Mobile App,Returning,123.23,4,4.6,0
O00881,P0461,Books,East,Supplier_10,Website,New,339.23,2,3.0,0
O00882,P0267,Electronics,East,Supplier_6,Website,Returning,19.66,9,2.9,0
O00883,P0263,Electronics,South,Supplier_9,Third-party,Loyal,61.01,9,5.0,1
O00884,P0109,Books,North,Supplier_3,Third-party,Loyal,401.96,2,3.0,0
O00885,P0355,Toys,North,Supplier_10,Mobile App,Returning,97.49,9,1.7,0
O00886,P0434,Books,West,Supplier_7,Website,New,329.85,6,3.1,0
O00887,P0247,Beauty,East,Supplier_4,Mobile App,New,126.71,8,4.3,0
O00888,P0394,Toys,Central,Supplier_7,Mobile App,Loyal,58.73,4,4.1,0
O00889,P0242,Clothing,West,Supplier_6,Third-party,Returning,129.15,2,4.2,0
O00890,P0026,Beauty,Central,Supplier_7,Third-party,Returning,363.91,2,3.8,0
O00891,P0415,Electronics,South,Supplier_7,Third-party,Returning,429.29,9,2.0,1
O00892,P0123,Books,North,Supplier_5,Mobile App,Loyal,416.81,1,4.4,0
O00893,P0369,Toys,North,Supplier_2,Mobile App,Returning,204.62,7,4.6,0
O00894,P0323,Clothing,North,Supplier_1,Mobile App,Loyal,337.36,3,1.8,0
O00895,P0046,Clothing,North,Supplier_5,Third-party,New,110.44,3,1.5,1
O00896,P0462,Books,Central,Supplier_2,Website,New,153.64,2,4.9,0
O00897,P0254,Home Decor,Central,Supplier_4,Mobile App,Loyal,449.2,6,4.5,0
O00898,P0397,Toys,South,Supplier_10,Website,New,16.37,2,4.6,0
O00899,P0062,Clothing,North,Supplier_1,Third-party,New,51.9,4,4.5,1
O00900,P0288,Toys,North,Supplier_7,Third-party,Loyal,111.86,9,3.2,0
O00901,P0460,Toys,Central,Supplier_9,Website,Returning,23.0,9,3.6,0
O00902,P0189,Home Decor,West,Supplier_5,Website,Loyal,98.9,6,3.2,0
O00903,P0068,Clothing,West,Supplier_3,Website,Returning,295.69,4,1.2,0
O00904,P0110,Books,East,Supplier_10,Mobile App,Returning,216.5,7,4.0,0
O00905,P0358,Books,South,Supplier_3,Third-party,Returning,447.41,1,3.0,0
O00906,P0291,Beauty,North,Supplier_9,Website,Returning,410.55,4,3.6,0
O00907,P0269,Beauty,East,Supplier_1,Third-party,Returning,177.49,5,3.0,0
O00908,P0203,Clothing,Central,Supplier_8,Mobile App,New,137.12,8,3.0,0
O00909,P0294,Beauty,West,Supplier_7,Mobile App,Loyal,196.05,2,1.7,0
O00910,P0015,Toys,East,Supplier_3,Third-party,New,299.24,5,2.1,1
O00911,P0385,Beauty,West,Supplier_5,Mobile App,New,141.35,6,1.6,0
O00912,P0425,Clothing,East,Supplier_1,Mobile App,Loyal,315.83,5,1.8,1
O00913,P0169,Electronics,South,Supplier_1,Mobile App,Loyal,210.61,9,4.9,0
O00914,P0389,Toys,Central,Supplier_2,Mobile App,Returning,280.5,1,1.6,0
O00915,P0187,Home Decor,North,Supplier_10,Mobile App,New,223.7,3,2.1,0
O00916,P0229,Toys,Central,Supplier_5,Mobile App,Returning,154.29,2,3.4,0
O00917,P0425,Beauty,Central,Supplier_3,Website,Loyal,474.74,3,3.4,0
O00918,P0149,Toys,North,Supplier_5,Website,Returning,384.17,9,1.6,0
O00919,P0030,Home Decor,Central,Supplier_1,Website,New,78.66,9,4.2,0
O00920,P0253,Clothing,South,Supplier_1,Mobile App,Loyal,435.55,2,4.1,0
O00921,P0283,Clothing,South,Supplier_8,Third-party,Returning,248.84,3,1.9,0
O00922,P0385,Beauty,North,Supplier_3,Third-party,Returning,448.33,4,2.2,0
O00923,P0290,Beauty,South,Supplier_4,Website,New,401.93,9,4.8,0
O00924,P0121,Toys,North,Supplier_4,Mobile App,Loyal,218.35,3,4.3,0
O00925,P0369,Toys,Central,Supplier_9,Third-party,New,21.01,7,3.8,1
O00926,P0045,Electronics,West,Supplier_10,Website,New,141.65,3,1.3,0
O00927,P0079,Electronics,East,Supplier_7,Mobile App,New,275.4,7,2.7,0
O00928,P0335,Electronics,Central,Supplier_7,Website,Returning,320.4,7,3.2,0
O00929,P0180,Books,West,Supplier_2,Website,Returning,136.36,9,1.7,0
O00930,P0236,Books,West,Supplier_8,Third-party,Returning,78.28,2,2.8,0
O00931,P0046,Books,West,Supplier_3,Mobile App,New,419.12,6,3.4,0
O00932,P0158,Clothing,West,Supplier_1,Website,New,492.36,9,2.3,0
O00933,P0360,Toys,East,Supplier_4,Mobile App,New,267.59,2,4.1,0
O00934,P0252,Books,West,Supplier_3,Website,Returning,94.12,2,4.4,0
O00935,P0203,Books,East,Supplier_7,Website,New,143.43,5,2.3,0
O00936,P0396,Home Decor,South,Supplier_9,Third-party,Loyal,19.01,8,4.4,1
O00937,P0007,Books,West,Supplier_7,Third-party,New,458.01,9,1.4,0
O00938,P0255,Clothing,Central,Supplier_3,Website,Loyal,67.7,2,4.4,0
O00939,P0140,Clothing,North,Supplier_6,Mobile App,Returning,292.49,5,1.6,0
O00940,P0307,Clothing,West,Supplier_8,Third-party,Loyal,144.29,7,1.3,0
O00941,P0088,Home Decor,East,Supplier_4,Third-party,Returning,281.55,6,3.6,0
O00942,P0259,Electronics,East,Supplier_1,Website,Loyal,329.2,6,2.9,0
O00943,P0261,Home Decor,Central,Supplier_8,Third-party,New,416.57,7,4.6,0
O00944,P0213,Home Decor,South,Supplier_10,Website,Loyal,111.15,3,2.5,1
O00945,P0159,Electronics,West,Supplier_10,Mobile App,Returning,15.39,3,2.1,0
O00946,P0059,Electronics,East,Supplier_2,Third-party,Returning,77.07,9,3.0,1
O00947,P0417,Home Decor,North,Supplier_10,Website,New,451.01,8,2.8,0
O00948,P0066,Clothing,South,Supplier_7,Mobile App,Returning,438.21,5,2.4,1
O00949,P0044,Beauty,South,Supplier_4,Third-party,Returning,302.73,6,3.8,0
O00950,P0303,Toys,North,Supplier_2,Mobile App,Returning,304.25,1,4.0,0
O00951,P0097,Clothing,North,Supplier_5,Mobile App,Loyal,335.87,1,4.4,0
O00952,P0463,Toys,Central,Supplier_5,Third-party,New,95.93,4,4.9,0
O00953,P0461,Toys,South,Supplier_8,Third-party,New,458.06,2,2.1,0
O00954,P0445,Clothing,East,Supplier_5,Mobile App,New,215.2,7,3.9,0
O00955,P0445,Books,North,Supplier_4,Mobile App,New,197.74,2,2.6,0
O00956,P0109,Books,South,Supplier_10,Third-party,Returning,264.27,2,3.7,0
O00957,P0369,Clothing,East,Supplier_8,Third-party,Loyal,33.01,5,2.9,0
O00958,P0395,Beauty,Central,Supplier_5,Website,Loyal,91.48,4,5.0,0
O00959,P0016,Beauty,South,Supplier_2,Website,Returning,371.64,8,3.9,0
O00960,P0424,Beauty,South,Supplier_3,Third-party,New,50.57,4,4.8,0
O00961,P0282,Beauty,East,Supplier_5,Mobile App,Loyal,305.54,6,4.3,0
O00962,P0492,Toys,South,Supplier_6,Mobile App,Returning,130.22,5,4.6,0
O00963,P0027,Beauty,West,Supplier_6,Third-party,New,200.75,2,4.3,0
O00964,P0052,Beauty,South,Supplier_2,Website,Returning,151.46,8,2.8,0
O00965,P0217,Beauty,Central,Supplier_10,Third-party,Returning,184.28,2,2.0,0
O00966,P0135,Clothing,West,Supplier_10,Third-party,New,362.33,9,2.5,1
O00967,P0021,Toys,Central,Supplier_9,Mobile App,Returning,155.59,9,1.1,0
O00968,P0182,Beauty,North,Supplier_7,Third-party,New,287.54,3,3.1,0
O00969,P0398,Clothing,Central,Supplier_7,Third-party,New,243.26,4,3.0,1
O00970,P0458,Books,South,Supplier_8,Third-party,New,335.2,8,3.1,0
O00971,P0249,Toys,West,Supplier_4,Third-party,Returning,469.05,9,4.9,0
O00972,P0073,Clothing,North,Supplier_5,Mobile App,New,368.96,3,4.6,0
O00973,P0289,Books,North,Supplier_3,Mobile App,New,115.32,5,1.6,0
O00974,P0314,Beauty,South,Supplier_2,Third-party,New,25.28,8,2.5,0
O00975,P0242,Clothing,West,Supplier_4,Website,Loyal,138.51,3,2.7,0
O00976,P0219,Electronics,East,Supplier_3,Mobile App,New,301.59,7,2.4,0
O00977,P0149,Clothing,North,Supplier_1,Website,Loyal,35.2,8,4.2,0
O00978,P0206,Books,Central,Supplier_2,Website,Loyal,253.22,3,3.1,0
O00979,P0264,Beauty,East,Supplier_3,Mobile App,Loyal,302.45,2,3.3,0
O00980,P0227,Electronics,South,Supplier_10,Website,New,173.78,7,4.4,0
O00981,P0475,Electronics,Central,Supplier_6,Mobile App,New,387.75,9,4.2,0
O00982,P0031,Toys,Central,Supplier_6,Website,New,62.23,1,1.5,1
O00983,P0468,Home Decor,West,Supplier_5,Mobile App,Loyal,46.82,3,3.9,0
O00984,P0025,Home Decor,Central,Supplier_1,Third-party,New,366.81,5,2.7,1
O00985,P0221,Home Decor,West,Supplier_2,Website,New,252.79,3,2.2,0
O00986,P0206,Books,Central,Supplier_2,Third-party,Returning,347.32,1,1.2,0
O00987,P0424,Clothing,East,Supplier_2,Mobile App,New,223.07,7,2.9,0
O00988,P0201,Beauty,West,Supplier_5,Mobile App,New,130.74,7,2.4,1
O00989,P0175,Beauty,West,Supplier_5,Third-party,New,411.36,8,2.0,0
O00990,P0282,Clothing,West,Supplier_5,Third-party,Loyal,401.71,5,3.8,0
O00991,P0310,Books,West,Supplier_4,Mobile App,New,350.4,5,4.1,0
O00992,P0143,Books,Central,Supplier_7,Website,Loyal,143.35,5,2.0,0
O00993,P0078,Toys,West,Supplier_3,Website,New,299.21,1,1.2,0
O00994,P0352,Toys,East,Supplier_5,Website,New,186.88,5,4.4,0
O00995,P0218,Beauty,West,Supplier_5,Website,Returning,54.88,6,1.0,0
O00996,P0229,Books,Central,Supplier_4,Website,Loyal,459.48,1,4.7,0
O00997,P0415,Home Decor,Central,Supplier_2,Third-party,New,77.04,7,3.5,0
O00998,P0153,Toys,South,Supplier_3,Third-party,Returning,475.62,1,2.3,0
O00999,P0145,Toys,West,Supplier_8,Third-party,Loyal,228.54,2,2.0,0
O01000,P0089,Clothing,North,Supplier_8,Mobile App,Loyal,100.72,2,1.0,1
O01001,P0427,Home Decor,North,Supplier_4,Mobile App,Loyal,275.53,5,1.9,0
O01002,P0314,Home Decor,Central,Supplier_7,Third-party,Returning,437.74,7,1.6,0
O01003,P0375,Books,East,Supplier_4,Website,Loyal,368.79,1,3.4,0
O01004,P0401,Clothing,East,Supplier_10,Mobile App,New,405.21,1,1.7,0
O01005,P0184,Toys,South,Supplier_4,Mobile App,Loyal,332.8,1,3.1,0
O01006,P0161,Toys,Central,Supplier_9,Website,New,349.22,6,3.4,1
O01007,P0157,Beauty,South,Supplier_6,Website,Returning,426.11,2,2.2,1
O01008,P0464,Clothing,East,Supplier_4,Third-party,Returning,132.34,1,1.1,0
O01009,P0245,Electronics,South,Supplier_1,Third-party,New,249.82,6,1.1,0
O01010,P0031,Books,North,Supplier_8,Third-party,New,118.39,2,1.1,0
O01011,P0050,Beauty,South,Supplier_3,Third-party,New,493.96,6,4.0,0
O01012,P0006,Toys,East,Supplier_4,Mobile App,New,472.59,8,2.3,0
O01013,P0116,Books,Central,Supplier_8,Third-party,New,29.32,2,4.2,0
O01014,P0293,Books,West,Supplier_7,Mobile App,Returning,355.73,9,2.7,0
O01015,P0257,Electronics,South,Supplier_1,Third-party,Returning,463.37,8,2.8,0
O01016,P0235,Electronics,West,Supplier_3,Website,New,98.48,1,3.1,0
O01017,P0313,Toys,West,Supplier_2,Mobile App,Loyal,288.29,7,3.9,0
O01018,P0047,Home Decor,West,Supplier_5,Third-party,Loyal,458.59,6,2.1,1
O01019,P0017,Toys,South,Supplier_3,Third-party,New,26.63,6,1.5,0
O01020,P0429,Books,South,Supplier_6,Third-party,Loyal,351.74,6,3.2,0
O01021,P0443,Books,North,Supplier_6,Third-party,Returning,155.7,6,2.3,0
O01022,P0035,Toys,North,Supplier_8,Website,New,462.95,7,2.8,0
O01023,P0286,Toys,Central,Supplier_6,Third-party,Returning,485.82,3,3.6,0
O01024,P0461,Home Decor,East,Supplier_7,Third-party,Returning,472.69,6,3.0,1
O01025,P0037,Books,North,Supplier_10,Mobile App,Returning,242.36,3,3.5,0
O01026,P0345,Clothing,North,Supplier_8,Website,Loyal,432.4,7,3.2,0
O01027,P0478,Beauty,East,Supplier_3,Third-party,Loyal,423.83,7,4.0,0
O01028,P0293,Toys,East,Supplier_3,Third-party,Loyal,166.36,8,3.8,0
O01029,P0370,Electronics,West,Supplier_5,Website,Returning,416.17,2,3.1,1
O01030,P0160,Books,East,Supplier_3,Third-party,New,28.13,9,3.7,0
O01031,P0245,Home Decor,Central,Supplier_3,Mobile App,Loyal,302.17,5,4.5,0
O01032,P0468,Toys,East,Supplier_8,Mobile App,Returning,122.7,9,2.7,0
O01033,P0040,Books,West,Supplier_3,Website,Loyal,69.08,5,2.7,0
O01034,P0267,Electronics,West,Supplier_9,Website,New,47.71,7,4.1,1
O01035,P0481,Electronics,Central,Supplier_3,Mobile App,New,351.18,9,3.3,0
O01036,P0235,Toys,East,Supplier_2,Mobile App,Returning,176.54,4,1.3,0
O01037,P0420,Books,East,Supplier_4,Mobile App,Returning,365.14,2,4.6,0
O01038,P0349,Electronics,East,Supplier_1,Website,Loyal,42.02,9,1.1,0
O01039,P0292,Clothing,West,Supplier_8,Mobile App,Loyal,164.49,2,4.0,1
O01040,P0389,Beauty,East,Supplier_7,Third-party,New,274.35,3,4.0,0
O01041,P0088,Clothing,South,Supplier_1,Website,Returning,397.45,2,4.8,0
O01042,P0414,Clothing,West,Supplier_3,Mobile App,Returning,166.19,3,1.2,1
O01043,P0308,Toys,East,Supplier_2,Third-party,New,316.69,6,3.4,0
O01044,P0320,Home Decor,East,Supplier_10,Third-party,Loyal,444.13,3,2.7,0
O01045,P0102,Clothing,West,Supplier_1,Mobile App,Returning,311.77,8,2.3,1
O01046,P0065,Toys,West,Supplier_9,Third-party,New,124.15,6,1.4,0
O01047,P0277,Electronics,East,Supplier_3,Third-party,Loyal,21.96,7,3.3,0
O01048,P0045,Books,West,Supplier_10,Website,Returning,436.35,1,2.9,0
O01049,P0029,Toys,West,Supplier_2,Website,Loyal,20.42,3,1.4,0
O01050,P0197,Clothing,North,Supplier_1,Website,Loyal,438.6,3,3.4,0
O01051,P0154,Home Decor,South,Supplier_9,Mobile App,Loyal,269.18,2,4.0,1
O01052,P0302,Beauty,West,Supplier_8,Website,Returning,470.14,7,4.1,0
O01053,P0216,Electronics,Central,Supplier_6,Website,New,401.4,9,4.6,0
O01054,P0109,Clothing,North,Supplier_10,Third-party,Loyal,498.99,4,2.6,0
O01055,P0073,Electronics,East,Supplier_1,Mobile App,Loyal,181.85,5,4.8,0
O01056,P0008,Beauty,West,Supplier_9,Third-party,New,385.92,3,4.5,0
O01057,P0399,Books,Central,Supplier_3,Mobile App,Loyal,206.95,9,2.2,1
O01058,P0056,Books,North,Supplier_8,Mobile App,New,245.14,4,1.6,0
O01059,P0442,Beauty,West,Supplier_9,Mobile App,Loyal,317.48,5,2.7,0
O01060,P0095,Electronics,Central,Supplier_10,Mobile App,Returning,438.1,1,2.6,0
O01061,P0292,Clothing,North,Supplier_10,Mobile App,Loyal,492.2,2,3.3,1
O01062,P0367,Books,West,Supplier_1,Mobile App,New,386.45,9,3.3,1
O01063,P0023,Electronics,Central,Supplier_9,Third-party,Returning,214.71,2,4.0,0
O01064,P0073,Toys,East,Supplier_4,Mobile App,Returning,216.46,5,3.0,0
O01065,P0473,Home Decor,Central,Supplier_9,Website,New,371.42,8,1.4,0
O01066,P0277,Electronics,West,Supplier_9,Website,Returning,127.0,3,4.4,0
O01067,P0139,Electronics,West,Supplier_2,Third-party,Loyal,64.13,6,2.2,0
O01068,P0483,Toys,North,Supplier_4,Mobile App,New,183.76,4,4.9,0
O01069,P0378,Home Decor,East,Supplier_6,Third-party,Returning,150.75,7,1.5,0
O01070,P0204,Home Decor,South,Supplier_7,Website,Loyal,155.19,3,4.8,0
O01071,P0195,Home Decor,South,Supplier_3,Mobile App,Returning,124.47,6,1.4,0
O01072,P0141,Clothing,West,Supplier_5,Mobile App,Returning,30.63,9,1.9,1
O01073,P0414,Books,East,Supplier_6,Mobile App,Returning,18.76,1,1.2,0
O01074,P0216,Beauty,South,Supplier_2,Third-party,Loyal,493.98,3,3.8,0
